agency_ori,agency_incident_id,location_address,location_address_adjusted,latlng_method,geocoded_location_interpreted,geocoded_location_type,geocoding_imprecise,lat,lng,tract_2010,tract_state_2010,tract_2000,tract_state_2000
MDBPD0000,15V0352,3500 W FRANKLIN ST,"3500 W FRANKLIN ST, Baltimore, Maryland, USA",geocoded,"3500 W Franklin St, Baltimore, MD 21229, USA",premise,False,39.292860499999996,-76.6759445,24510200701.0,MD,24510200701.0,MD
MDBPD0000,15V0350,2400 BRENTWOOD AV,"2400 BRENTWOOD AV, Baltimore, Maryland, USA",geocoded,"2400 Brentwood Ave, Baltimore, MD 21218, USA",premise,False,39.3163385,-76.6105943,24510120300.0,MD,24510120300.0,MD
MDBPD0000,15V0349,6200 O DONNELL ST,"6200 O DONNELL ST, Baltimore, Maryland, USA",geocoded,"6200 O'Donnell St, Baltimore, MD 21224, USA",street_address,False,39.2824145,-76.54133420000002,24510260501.0,MD,24510260501.0,MD
MDBPD0000,15V0347,600 N CASTLE ST,"600 N CASTLE ST, Baltimore, Maryland, USA",geocoded,"600 N Castle St, Baltimore, MD 21205, USA",street_address,False,39.297501200000006,-76.5888068,24510060400.0,MD,24510060400.0,MD
MDBPD0000,15V0345,500 N BOULDIN ST,"500 N BOULDIN ST, Baltimore, Maryland, USA",geocoded,"500 N Bouldin St, Baltimore, MD 21205, USA",premise,False,39.2972201,-76.5715689,24510261000.0,MD,24510261000.0,MD
MDBPD0000,15V0346,2100 WESTFIELD AV,"2100 WESTFIELD AV, Baltimore, Maryland, USA",geocoded,"2100 Westfield Ave, Baltimore, MD 21214, USA",street_address,False,39.364876,-76.571682,24510270702.0,MD,24510270702.0,MD
MDBPD0000,15V0348,2100 ASHTON ST,"2100 ASHTON ST, Baltimore, Maryland, USA",geocoded,"2100 Ashton St, Baltimore, MD 21223, USA",street_address,False,39.2823674,-76.6497724,24510200500.0,MD,24510200500.0,MD
MDBPD0000,15H0192,1700 MC CULLOH ST,"1700 MC CULLOH ST, Baltimore, Maryland, USA",geocoded,"1700 McCulloh St, Baltimore, MD 21217, USA",street_address,False,39.305597799999994,-76.6320242,24510140200.0,MD,24510140200.0,MD
MDBPD0000,15V0344,1300 N CAREY ST,"1300 N CAREY ST, Baltimore, Maryland, USA",geocoded,"1300 N Carey St, Baltimore, MD 21217, USA",street_address,False,39.3033972,-76.63895759999998,24510150100.0,MD,24510150100.0,MD
MDBPD0000,15V0342,3500 W FRANKLIN ST,"3500 W FRANKLIN ST, Baltimore, Maryland, USA",geocoded,"3500 W Franklin St, Baltimore, MD 21229, USA",premise,False,39.292860499999996,-76.6759445,24510200701.0,MD,24510200701.0,MD
MDBPD0000,15V0343,5100 PARK HEIGHTS AV,"5100 PARK HEIGHTS AV, Baltimore, Maryland, USA",geocoded,"5100 Park Heights Ave, Baltimore, MD 21215, USA",street_address,False,39.348287899999995,-76.67506,24510271802.0,MD,24510271802.0,MD
MDBPD0000,15V0339,2000 E HOFFMAN ST,"2000 E HOFFMAN ST, Baltimore, Maryland, USA",geocoded,"2000 E Hoffman St, Baltimore, MD 21213, USA",street_address,False,39.30675790000001,-76.5899275,24510080700.0,MD,24510080700.0,MD
MDBPD0000,15V0341,2300 WASHINGTON BLVD,"2300 WASHINGTON BLVD, Baltimore, Maryland, USA",geocoded,"2300 Washington Blvd, Baltimore, MD 21230, USA",premise,False,39.2695547,-76.6494385,24510250303.0,MD,24510250303.0,MD
MDBPD0000,15V0338,3600 ST MARGARET ST,"3600 ST MARGARET ST, Baltimore, Maryland, USA",geocoded,"3600 St Margaret St, Baltimore, MD 21225, USA",premise,False,39.2336207,-76.5953602,24510250500.0,MD,24510250500.0,MD
MDBPD0000,15V0335,4010 WOODHAVEN AV,"4010 WOODHAVEN AV, Baltimore, Maryland, USA",geocoded,"4010 Woodhaven Ave, Baltimore, MD 21216, USA",premise,False,39.3208732,-76.68389909999998,24510150900.0,MD,24510150900.0,MD
MDBPD0000,15V0340,400 E FEDERAL ST,"400 E FEDERAL ST, Baltimore, Maryland, USA",geocoded,"400 Federal St, Baltimore, MD 21202, USA",street_address,False,39.3080822,-76.6105568,24510120500.0,MD,24510120500.0,MD
MDBPD0000,15V0337,2500 GILES RD,"2500 GILES RD, Baltimore, Maryland, USA",geocoded,"2500 Giles Rd, Baltimore, MD 21225, USA",premise,False,39.2513882,-76.62967370000001,24510250207.0,MD,24510250207.0,MD
MDBPD0000,15V0336,1500 E FAYETTE ST,"1500 E FAYETTE ST, Baltimore, Maryland, USA",geocoded,"1500 E Fayette St, Baltimore, MD 21231, USA",street_address,False,39.2932786,-76.597178,24510280500.0,MD,24510060500.0,MD
MDBPD0000,15V0334,4000 OAKFORD AV,"4000 OAKFORD AV, Baltimore, Maryland, USA",geocoded,"4000 Oakford Ave, Baltimore, MD 21215, USA",premise,False,39.33603370000001,-76.68537490000001,24510151000.0,MD,24510151000.0,MD
MDBPD0000,15V0330,3100 WINDSOR AV,"3100 WINDSOR AV, Baltimore, Maryland, USA",geocoded,"3100 Windsor Ave, Baltimore, MD 21216, USA",premise,False,39.31238079999999,-76.6696626,24510150702.0,MD,24510150702.0,MD
MDBPD0000,15V0331,1700 HOLLINS ST,"1700 HOLLINS ST, Baltimore, Maryland, USA",geocoded,"1700 Hollins St, Baltimore, MD 21223, USA",premise,False,39.287482000000004,-76.64390970000002,24510190300.0,MD,24510190300.0,MD
MDBPD0000,15V0329,2800 W GARRISON AV,"2800 W GARRISON AV, Baltimore, Maryland, USA",geocoded,"2800 W Garrison Ave, Baltimore, MD 21215, USA",street_address,False,39.350009,-76.6658829,24510271700.0,MD,24510271700.0,MD
MDBPD0000,15V0328,2400 ETTING ST,"2400 ETTING ST, Baltimore, Maryland, USA",geocoded,"2400 Etting St, Baltimore, MD 21217, USA",street_address,False,39.31092659999999,-76.6408007,24510130300.0,MD,24510130300.0,MD
MDBPD0000,15V0326,2401 E BIDDLE ST,"2401 E BIDDLE ST, Baltimore, Maryland, USA",geocoded,"2401 E Biddle St, Baltimore, MD 21213, USA",premise,False,39.304547899999996,-76.5839166,24510080301.0,MD,24510080301.0,MD
MDBPD0000,15V0325,1636 E 25TH ST,"1636 E 25TH ST, Baltimore, Maryland, USA",geocoded,"1636 E 25th St, Baltimore, MD 21213, USA",premise,False,39.3164216,-76.59424,24510080500.0,MD,24510080500.0,MD
MDBPD0000,15V0323,1600 BRUCE CT,"1600 BRUCE CT, Baltimore, Maryland, USA",geocoded,"1600 Bruce Ct, Baltimore, MD 21217, USA",street_address,False,39.3067005,-76.64576679999998,24510150200.0,MD,24510150200.0,MD
MDBPD0000,15V0322,4909 FREDERICK AV,"4909 FREDERICK AV, Baltimore, Maryland, USA",geocoded,"4909 Frederick Ave, Baltimore, MD 21229, USA",street_address,False,39.2811769,-76.6957187,24510250101.0,MD,24510250101.0,MD
MDBPD0000,15V0321,1901 HOLLINS ST,"1901 HOLLINS ST, Baltimore, Maryland, USA",geocoded,"1901 Hollins St, Baltimore, MD 21223, USA",street_address,False,39.286969,-76.64708890000001,24510200300.0,MD,24510200300.0,MD
MDBPD0000,15H0177,1 N ABINGTON AV,"1 N ABINGTON AV, Baltimore, Maryland, USA",geocoded,"1 N Abington Ave, Baltimore, MD 21229, USA",street_address,False,39.2860029,-76.67092939999998,24510200600.0,MD,24510200600.0,MD
MDBPD0000,15V0320,2500 JEFFERSON ST,"2500 JEFFERSON ST, Baltimore, Maryland, USA",geocoded,"2500 Jefferson St, Baltimore, MD 21205, USA",premise,False,39.29687979999999,-76.58177239999998,24510070200.0,MD,24510070200.0,MD
MDBPD0000,15V0317,600 N SCHROEDER ST,"600 N SCHROEDER ST, Baltimore, Maryland, USA",geocoded,"600 N Schroeder St, Baltimore, MD 21223, USA",street_address,False,39.295629299999995,-76.6341814,24510160100.0,MD,24510160100.0,MD
MDBPD0000,15V0315,1806 POPLAR GROVE ST,"1806 POPLAR GROVE ST, Baltimore, Maryland, USA",geocoded,"1806 Poplar Grove St, Baltimore, MD 21216, USA",street_address,False,39.308372,-76.666022,24510150600.0,MD,24510150600.0,MD
MDBPD0000,15V0314,500 E 43RD ST,"500 E 43RD ST, Baltimore, Maryland, USA",geocoded,"500 E 43rd St, Baltimore, MD 21212, USA",premise,False,39.3411856,-76.6090597,24510271001.0,MD,24510271001.0,MD
MDBPD0000,15V0313,001 S ATHOL AV,"001 S ATHOL AV, Baltimore, Maryland, USA",geocoded,"1 S Athol Ave, Baltimore, MD 21229, USA",street_address,False,39.284073799999994,-76.6886723,24510280404.0,MD,24510280404.0,MD
MDBPD0000,15V0312,6200 SHIPVIEW WY,"6200 SHIPVIEW WY, Baltimore, Maryland, USA",geocoded,"6200 Shipview Way, Baltimore, MD 21224, USA",street_address,False,39.276494,-76.5421538,24510260604.0,MD,24510260604.0,MD
MDBPD0000,15V0311,1200 WHITELOCK ST,"1200 WHITELOCK ST, Baltimore, Maryland, USA",geocoded,"1200 Whitelock St, Baltimore, MD 21217, USA",premise,False,39.3121685,-76.63889089999998,24510130300.0,MD,24510130300.0,MD
MDBPD0000,15V0310,100 W FAYETTE ST,"100 W FAYETTE ST, Baltimore, Maryland, USA",geocoded,"100 W Fayette St, Baltimore, MD 21201, USA",street_address,False,39.2907567,-76.6157108,24510040100.0,MD,24510040100.0,MD
MDBPD0000,15V0306,2304 WILKENS AV,"2304 WILKENS AV, Baltimore, Maryland, USA",geocoded,"2304 Wilkens Ave, Baltimore, MD 21223, USA",street_address,False,39.2803216,-76.6525714,24510200500.0,MD,24510200500.0,MD
MDBPD0000,15V0307,317 E NORTH AV,"317 E NORTH AV, Baltimore, Maryland, USA",geocoded,"317 E North Ave, Baltimore, MD 21202, USA",street_address,False,39.310956899999994,-76.6120047,24510120500.0,MD,24510120500.0,MD
MDBPD0000,15V0308,2900 MOSHER ST,"2900 MOSHER ST, Baltimore, Maryland, USA",geocoded,"2900 Mosher St, Baltimore, MD 21216, USA",premise,False,39.29932700000001,-76.6657488,24510160700.0,MD,24510160600.0,MD
MDBPD0000,15V0305,800 E BELVEDERE AV,"800 E BELVEDERE AV, Baltimore, Maryland, USA",geocoded,"800 E Belvedere Ave, Baltimore, MD 21212, USA",premise,False,39.3631798,-76.60529369999998,24510270805.0,MD,24510270805.0,MD
MDBPD0000,15V0304,4000 OLD YORK RD,"4000 OLD YORK RD, Baltimore, Maryland, USA",geocoded,"4000 Old York Rd, Baltimore, MD 21218, USA",street_address,False,39.338196,-76.60807299999998,24510090100.0,MD,24510090100.0,MD
MDBPD0000,15V0303,6119 EDLYNNE RD,"6119 EDLYNNE RD, Baltimore, Maryland, USA",geocoded,"6119 Edlynne Rd, Baltimore, MD 21239, USA",premise,False,39.3680714,-76.5938932,24510270801.0,MD,24510270801.0,MD
MDBPD0000,15V0301,2012 N FOREST PARK AV,"2012 N FOREST PARK AV, Baltimore, Maryland, USA",geocoded,"2012 N Forest Park Ave, Baltimore, MD 21207, USA",street_address,False,39.310091899999996,-76.70804670000003,24510280301.0,MD,24510280301.0,MD
MDBPD0000,15V0300,800 N GLOVER ST,"800 N GLOVER ST, Baltimore, Maryland, USA",geocoded,"800 N Glover St, Baltimore, MD 21205, USA",premise,False,39.300312,-76.580463,24510070200.0,MD,24510070200.0,MD
MDBPD0000,15V0299,5200 YORK RD,"5200 YORK RD, Baltimore, Maryland, USA",geocoded,"5200 York Rd, Baltimore, MD 21212, USA",premise,False,39.352205700000006,-76.6104975,24510271101.0,MD,24510271101.0,MD
MDBPD0000,15V0297,1100 N CARROLLTON AV,"1100 N CARROLLTON AV, Baltimore, Maryland, USA",geocoded,"1100 N Carrollton Ave, Baltimore, MD 21217, USA",premise,False,39.30130820000001,-76.63764990000001,24510160100.0,MD,24510160100.0,MD
MDBPD0000,15V0296,2200 N PULASKI ST,"2200 N PULASKI ST, Baltimore, Maryland, USA",geocoded,"2200 N Pulaski St, Baltimore, MD 21217, USA",street_address,False,39.3128955,-76.65148420000001,24510150400.0,MD,24510150400.0,MD
MDBPD0000,15V0295,2100 N CHARLES ST,"2100 N CHARLES ST, Baltimore, Maryland, USA",geocoded,"2100 N Charles St, Baltimore, MD 21218, USA",street_address,False,39.31327840000001,-76.6169895,24510120600.0,MD,24510120600.0,MD
MDBPD0000,15V0294,3800 EDGEWOOD RD,"3800 EDGEWOOD RD, Baltimore, Maryland, USA",geocoded,"3800 Edgewood Rd, Baltimore, MD 21215, USA",premise,False,39.3304801,-76.67229040000002,24510151100.0,MD,24510151100.0,MD
MDBPD0000,15V0292,1300 PONTIAC AV,"1300 PONTIAC AV, Baltimore, Maryland, USA",geocoded,"1300 Pontiac Ave, Baltimore, MD 21225, USA",premise,False,39.232114700000004,-76.5927006,24510250500.0,MD,24510250500.0,MD
MDBPD0000,15V0293,5500 MINNOKA AV,"5500 MINNOKA AV, Baltimore, Maryland, USA",geocoded,"5500 Minnoka Ave, Baltimore, MD 21215, USA",street_address,False,39.3483281,-76.68991190000001,24510271900.0,MD,24510271900.0,MD
MDBPD0000,15V0291,3807 OLD YORK RD,"3807 OLD YORK RD, Baltimore, Maryland, USA",geocoded,"3807 Old York Rd, Baltimore, MD 21218, USA",premise,False,39.33573300000001,-76.60736899999998,24510090100.0,MD,24510090100.0,MD
MDBPD0000,15V0290,200 N ELLWOOD AV,"200 N ELLWOOD AV, Baltimore, Maryland, USA",geocoded,"200 N Ellwood Ave, Baltimore, MD 21224, USA",premise,False,39.294854799999996,-76.57369659999998,24510060100.0,MD,24510060100.0,MD
MDBPD0000,15V0286,500 BRUNSWICK ST,"500 BRUNSWICK ST, Baltimore, Maryland, USA",geocoded,"500 Brunswick St, Baltimore, MD 21223, USA",premise,False,39.2790581,-76.6594437,24510200600.0,MD,24510200600.0,MD
MDBPD0000,15V0285,2100 GERMANIA AV,"2100 GERMANIA AV, Baltimore, Maryland, USA",geocoded,"2100 Germania Ave, Baltimore, MD 21213, USA",street_address,False,39.31426829999999,-76.59684150000002,24510080500.0,MD,24510080500.0,MD
MDBPD0000,15H0160,3511 W GARRISON AV,"3511 W GARRISON AV, Baltimore, Maryland, USA",geocoded,"3511 W Garrison Ave, Baltimore, MD 21215, USA",premise,False,39.3451365,-76.67700219999998,24510271802.0,MD,24510271802.0,MD
MDBPD0000,15V0287,1600 RUTLAND AV,"1600 RUTLAND AV, Baltimore, Maryland, USA",geocoded,"1600 Rutland Ave, Baltimore, MD 21213, USA",premise,False,39.30925999999999,-76.5931476,24510080600.0,MD,24510080600.0,MD
MDBPD0000,15V0288,1800 N MONTFORD AV,"1800 N MONTFORD AV, Baltimore, Maryland, USA",geocoded,"1800 N Montford Ave, Baltimore, MD 21213, USA",street_address,False,39.311375299999995,-76.5847215,24510080200.0,MD,24510080200.0,MD
MDBPD0000,15V0284,5000 DENMORE AV,"5000 DENMORE AV, Baltimore, Maryland, USA",geocoded,"5000 Denmore Ave, Baltimore, MD 21215, USA",premise,False,39.346578,-76.67521150000002,24510271802.0,MD,24510271802.0,MD
MDBPD0000,15V0283,2300 E HOFFMAN ST,"2300 E HOFFMAN ST, Baltimore, Maryland, USA",geocoded,"2300 E Hoffman St, Baltimore, MD 21213, USA",street_address,False,39.306977,-76.58517119999998,24510080400.0,MD,24510080400.0,MD
MDBPD0000,15V0281,1500 MYRTLE AV,"1500 MYRTLE AV, Baltimore, Maryland, USA",geocoded,"1500 Myrtle Ave, Baltimore, MD 21217, USA",street_address,False,39.3006058,-76.63480059999998,24510140200.0,MD,24510140200.0,MD
MDBPD0000,15V0282,3000 E FAYETTE ST,"3000 E FAYETTE ST, Baltimore, Maryland, USA",geocoded,"3000 E Fayette St, Baltimore, MD 21224, USA",premise,False,39.2948717,-76.5748196,24510060100.0,MD,24510060100.0,MD
MDBPD0000,15V0279,2000 DENISON ST,"2000 DENISON ST, Baltimore, Maryland, USA",geocoded,"2000 Denison St, Baltimore, MD 21216, USA",street_address,False,39.309936900000004,-76.67413909999998,24510150600.0,MD,24510150600.0,MD
MDBPD0000,15V0278,2021 LINDEN AV,"2021 LINDEN AV, Baltimore, Maryland, USA",geocoded,"2021 Linden Ave, Baltimore, MD 21217, USA",street_address,False,39.31197,-76.632899,24510130200.0,MD,24510130200.0,MD
MDBPD0000,15H0155,2400 E EAGER ST,"2400 E EAGER ST, Baltimore, Maryland, USA",geocoded,"2400 E Eager St, Baltimore, MD 21205, USA",premise,False,39.3019374,-76.58380369999998,24510070200.0,MD,24510070200.0,MD
MDBPD0000,15V0276,4900 PARK HEIGHTS AV,"4900 PARK HEIGHTS AV, Baltimore, Maryland, USA",geocoded,"4900 Park Heights Ave, Baltimore, MD 21215, USA",street_address,False,39.3463329,-76.67294100000002,24510271802.0,MD,24510271802.0,MD
MDBPD0000,15V0277,200 N GREENE ST,"200 N GREENE ST, Baltimore, Maryland, USA",geocoded,"200 N Greene St, Baltimore, MD 21201, USA",street_address,False,39.2918982,-76.62412049999998,24510040200.0,MD,24510040200.0,MD
MDBPD0000,15V0275,2300 AIKEN ST,"2300 AIKEN ST, Baltimore, Maryland, USA",geocoded,"2300 Aiken St, Baltimore, MD 21218, USA",premise,False,39.316091799999995,-76.5985877,24510090800.0,MD,24510090800.0,MD
MDBPD0000,15V0280,3500 ELMLEY AV,"3500 ELMLEY AV, Baltimore, Maryland, USA",geocoded,"3500 Elmley Ave, Baltimore, MD 21213, USA",premise,False,39.3174224,-76.57216030000002,24510260302.0,MD,24510260302.0,MD
MDBPD0000,15V0274,4100 HYDEN CT,"4100 HYDEN CT, Baltimore, Maryland, USA",geocoded,"4100 Hyden Ct, Baltimore, MD 21225, USA",street_address,False,39.228007399999996,-76.59801429999997,24510250500.0,MD,24510250500.0,MD
MDBPD0000,15V0271,2300 W MULBERRY ST,"2300 W MULBERRY ST, Baltimore, Maryland, USA",geocoded,"2300 W Mulberry St, Baltimore, MD 21223, USA",street_address,False,39.2928821,-76.6526473,24510200200.0,MD,24510200200.0,MD
MDBPD0000,15V0273,3000 WYLIE AV,"3000 WYLIE AV, Baltimore, Maryland, USA",geocoded,"3000 Wylie Ave, Baltimore, MD 21215, USA",premise,False,39.3421014,-76.66522370000001,24510271600.0,MD,24510271600.0,MD
MDBPD0000,15V0272,3600 ROBERTS PL,"3600 ROBERTS PL, Baltimore, Maryland, USA",geocoded,"3600 Roberts Pl, Baltimore, MD 21224, USA",street_address,False,39.29584000000001,-76.567627,24510260404.0,MD,24510260404.0,MD
MDBPD0000,15H0151,5137 PARK HEIGHTS AV,"5137 PARK HEIGHTS AV, Baltimore, Maryland, USA",geocoded,"5137 Park Heights Ave, Baltimore, MD 21215, USA",street_address,False,39.34888220000001,-76.675315,24510271700.0,MD,24510271700.0,MD
MDBPD0000,15V0270,2000 N PAYSON ST,"2000 N PAYSON ST, Baltimore, Maryland, USA",geocoded,"2000 N Payson St, Baltimore, MD 21217, USA",street_address,False,39.311132,-76.650228,24510150400.0,MD,24510150400.0,MD
MDBPD0000,15V0266,1100 BRENTWOOD AV,"1100 BRENTWOOD AV, Baltimore, Maryland, USA",geocoded,"1100 Brentwood Ave, Baltimore, MD 21202, USA",street_address,False,39.303008,-76.60981600000002,24510100100.0,MD,24510100400.0,MD
MDBPD0000,15V0265,3200 LAKE AV,"3200 LAKE AV, Baltimore, Maryland, USA",geocoded,"3200 Lake Ave, Baltimore, MD 21213, USA",street_address,False,39.3218578,-76.57009690000002,24510260301.0,MD,24510260301.0,MD
MDBPD0000,15V0263,2600 JEFFERSON ST,"2600 JEFFERSON ST, Baltimore, Maryland, USA",geocoded,"2600 Jefferson St, Baltimore, MD 21205, USA",premise,False,39.296944,-76.5803614,24510070200.0,MD,24510070200.0,MD
MDBPD0000,15H0146,900 W FAYETTE ST,"900 W FAYETTE ST, Baltimore, Maryland, USA",geocoded,"900 W Fayette St, Baltimore, MD 21223, USA",street_address,False,39.290137,-76.632362,24510180100.0,MD,24510180100.0,MD
MDBPD0000,15V0262,4300 BREHMS LA,"4300 BREHMS LA, Baltimore, Maryland, USA",geocoded,"4300 Brehms Ln, Baltimore, MD 21206, USA",premise,False,39.3249684,-76.56025859999998,24510260202.0,MD,24510260202.0,MD
MDBPD0000,15V0261,2000 MC CULLOH ST,"2000 MC CULLOH ST, Baltimore, Maryland, USA",geocoded,"2000 McCulloh St, Baltimore, MD 21217, USA",street_address,False,39.3079919,-76.63484629999998,24510140300.0,MD,24510140300.0,MD
MDBPD0000,15V0260,832 N LAKEWOOD AV,"832 N LAKEWOOD AV, Baltimore, Maryland, USA",geocoded,"832 N Lakewood Ave, Baltimore, MD 21205, USA",street_address,False,39.300721,-76.57982899999998,24510070200.0,MD,24510070200.0,MD
MDBPD0000,15V0258,900 HARLEM AV,"900 HARLEM AV, Baltimore, Maryland, USA",geocoded,"900 Harlem Ave, Baltimore, MD 21217, USA",street_address,False,39.297084999999996,-76.63354799999998,24510160100.0,MD,24510160100.0,MD
MDBPD0000,15V0259,1500 ASHBURTON ST,"1500 ASHBURTON ST, Baltimore, Maryland, USA",geocoded,"1500 Ashburton St, Baltimore, MD 21216, USA",street_address,False,39.3054189,-76.6620088,24510160700.0,MD,24510160700.0,MD
MDBPD0000,15V0255,800 BLOOMFIELD AV,"800 BLOOMFIELD AV, Baltimore, Maryland, USA",geocoded,"800 Bloomfield Ave, Baltimore, MD 21229, USA",street_address,False,39.2740255,-76.6735473,24510250103.0,MD,24510250103.0,MD
MDBPD0000,15V0257,2300 DIVISION ST,"2300 DIVISION ST, Baltimore, Maryland, USA",geocoded,"2300 Division St, Baltimore, MD 21217, USA",street_address,False,39.3091083,-76.63968659999998,24510140300.0,MD,24510140300.0,MD
MDBPD0000,15V0256,3300 VIRGINIA AV,"3300 VIRGINIA AV, Baltimore, Maryland, USA",geocoded,"3300 Virginia Ave, Baltimore, MD 21215, USA",premise,False,39.343638399999996,-76.67167009999999,24510271600.0,MD,24510271600.0,MD
MDBPD0000,15V0253,900 W FAYETTE ST,"900 W FAYETTE ST, Baltimore, Maryland, USA",geocoded,"900 W Fayette St, Baltimore, MD 21223, USA",street_address,False,39.290137,-76.632362,24510180100.0,MD,24510180100.0,MD
MDBPD0000,15V0254,1700 CLIFTVIEW AV,"1700 CLIFTVIEW AV, Baltimore, Maryland, USA",geocoded,"1700 Cliftview Ave, Baltimore, MD 21213, USA",street_address,False,39.315325,-76.5937208,24510080500.0,MD,24510080500.0,MD
MDBPD0000,15V0252,900 W SARATOGA ST,"900 W SARATOGA ST, Baltimore, Maryland, USA",geocoded,"900 W Saratoga St, Baltimore, MD 21223, USA",premise,False,39.292697499999996,-76.63256190000001,24510180100.0,MD,24510180100.0,MD
MDBPD0000,15V0251,300 S PAYSON ST,"300 S PAYSON ST, Baltimore, Maryland, USA",geocoded,"300 S Payson St, Baltimore, MD 21223, USA",premise,False,39.28405830000001,-76.64864240000001,24510200300.0,MD,24510200300.0,MD
MDBPD0000,15V0250,2200 AISQUITH ST,"2200 AISQUITH ST, Baltimore, Maryland, USA",geocoded,"2200 Aisquith St, Baltimore, MD 21218, USA",premise,False,39.3146509,-76.6015105,24510090800.0,MD,24510090800.0,MD
MDBPD0000,15V0249,1600 MAY CT,"1600 MAY CT, Baltimore, Maryland, USA",geocoded,"1600 May St, Baltimore, MD 21231, USA",street_address,False,39.293989,-76.5988804,24510280500.0,MD,24510060500.0,MD
MDBPD0000,15V0248,1600 DARLEY AV,"1600 DARLEY AV, Baltimore, Maryland, USA",geocoded,"1600 Darley Ave, Baltimore, MD 21213, USA",street_address,False,39.3149279,-76.5960798,24510080500.0,MD,24510080500.0,MD
MDBPD0000,15V0246,5500 BOWLEYS LA,"5500 BOWLEYS LA, Baltimore, Maryland, USA",geocoded,"5500 Bowleys Ln, Baltimore, MD 21206, USA",premise,False,39.3192208,-76.55147609999999,24510260203.0,MD,24510260203.0,MD
MDBPD0000,15V0245,3200 BELAIR RD,"3200 BELAIR RD, Baltimore, Maryland, USA",geocoded,"3200 Belair Rd, Baltimore, MD 21213, USA",premise,False,39.321056,-76.57456009999999,24510080101.0,MD,24510080101.0,MD
MDBPD0000,15V0247,4601 HOMER AV,"4601 HOMER AV, Baltimore, Maryland, USA",geocoded,"4601 Homer Ave, Baltimore, MD 21215, USA",premise,False,39.3418526,-76.66972290000002,24510271600.0,MD,24510271600.0,MD
MDBPD0000,15V0242,2300 E CHASE ST,"2300 E CHASE ST, Baltimore, Maryland, USA",geocoded,"2300 E Chase St, Baltimore, MD 21213, USA",premise,False,39.3037305,-76.58493370000002,24510080400.0,MD,24510080400.0,MD
MDBPD0000,15V0238,001 S STOCKTON ST,"001 S STOCKTON ST, Baltimore, Maryland, USA",geocoded,"1 S Stockton St, Baltimore, MD 21223, USA",street_address,False,39.288548299999995,-76.6374376,24510180300.0,MD,24510180200.0,MD
MDBPD0000,15V0243,3400 HILLDALE PL,"3400 HILLDALE PL, Baltimore, Maryland, USA",geocoded,"3400 Hilldale Pl, Baltimore, MD 21215, USA",street_address,False,39.32898400000001,-76.656244,24510151200.0,MD,24510151200.0,MD
MDBPD0000,15V0236,4900 REISTERSTOWN RD,"4900 REISTERSTOWN RD, Baltimore, Maryland, USA",geocoded,"4900 Reisterstown Rd, Baltimore, MD 21215, USA",premise,False,39.342021,-76.67814369999998,24510280101.0,MD,24510280101.0,MD
MDBPD0000,15V0240,2900 MOSHER ST,"2900 MOSHER ST, Baltimore, Maryland, USA",geocoded,"2900 Mosher St, Baltimore, MD 21216, USA",premise,False,39.29932700000001,-76.6657488,24510160700.0,MD,24510160600.0,MD
MDBPD0000,15V0237,1800 AISQUITH ST,"1800 AISQUITH ST, Baltimore, Maryland, USA",geocoded,"1800 Aisquith St, Baltimore, MD 21202, USA",street_address,False,39.3103628,-76.60252969999998,24510090900.0,MD,24510090900.0,MD
MDBPD0000,15V0234,1014 DARTMOUTHGLEN WY,"1014 DARTMOUTHGLEN WY, Baltimore, Maryland, USA",geocoded,"1014 Dartmouth Glen Way, Baltimore, MD 21212, USA",premise,False,39.36594229999999,-76.60172490000002,24510270804.0,MD,24510270804.0,MD
MDBPD0000,15V0232,700 BAKER ST,"700 BAKER ST, Baltimore, Maryland, USA",geocoded,"700 Baker St, Baltimore, MD 21217, USA",street_address,False,39.3076219,-76.64128070000002,24510150100.0,MD,24510150100.0,MD
MDBPD0000,15V0233,100 DIENER PL,"100 DIENER PL, Baltimore, Maryland, USA",geocoded,"100 Diener Pl, Baltimore, MD 21229, USA",street_address,False,39.282893200000004,-76.6878705,24510280404.0,MD,24510280404.0,MD
MDBPD0000,15V0231,2300 E PRESTON ST,"2300 E PRESTON ST, Baltimore, Maryland, USA",geocoded,"2300 E Preston St, Baltimore, MD 21213, USA",street_address,False,39.305914200000004,-76.58512449999998,24510080400.0,MD,24510080400.0,MD
MDBPD0000,15V0235,1800 E EAGER ST,"1800 E EAGER ST, Baltimore, Maryland, USA",geocoded,"1800 E Eager St, Baltimore, MD 21205, USA",street_address,False,39.302143,-76.5920776,24510080800.0,MD,24510080800.0,MD
MDBPD0000,15V0230,2000 ROBB ST,"2000 ROBB ST, Baltimore, Maryland, USA",geocoded,"2000 Robb St, Baltimore, MD 21218, USA",premise,False,39.313217200000004,-76.6036433,24510090800.0,MD,24510090800.0,MD
MDBPD0000,15V0229,1800 W LEXINGTON ST,"1800 W LEXINGTON ST, Baltimore, Maryland, USA",geocoded,"1800 W Lexington St, Baltimore, MD 21223, USA",premise,False,39.2907667,-76.64583999999998,24510200100.0,MD,24510200100.0,MD
MDBPD0000,15V0228,800 E 20TH ST,"800 E 20TH ST, Baltimore, Maryland, USA",geocoded,"800 E 20th St, Baltimore, MD 21218, USA",premise,False,39.3128409,-76.6064756,24510090800.0,MD,24510090800.0,MD
