CASE_NUMBER,CASE_DATE,CASE_ADDRESS,CASE_STATUS,DESCRIPTION,VICT_TYPE,vict_type_generic,case_vict_type_generic,weapon_inferred,name_is_vague,null_dob,age_at_case,RACE,SEX,person_uid_is_custom_match,person_uid
13V0286,2013-09-28,3700 COLUMBUS DR,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,27,BLACK,MALE,0,709c738cc0
13V0288,2013-09-29,2700 ASHLAND AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,40,BLACK,MALE,0,86ddba88ae
13H0175,2013-09-30,3000 TIVOLY AV,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,31,BLACK,MALE,0,3ec10c100b
13V0289,2013-09-30,313 COLLINS AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,42,BLACK,MALE,0,5dd77ec108
13V0292,2013-10-04,3800 RAVENWOOD AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,18,BLACK,MALE,0,5bc0ae9d37
13V0293,2013-10-05,300 E 24TH ST,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,26,BLACK,MALE,0,270d1e55dd
13V0293,2013-10-05,300 E 24TH ST,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,20,BLACK,MALE,0,6c5401cb0a
13V0294,2013-10-05,1602 ELMTREE ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,23,WHITE,FEMALE,0,b9533b9da2
13V0295,2013-10-06,3000 E FAYETTE ST,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,21,BLACK,MALE,0,0b13dbba2b
13V0295,2013-10-06,3000 E FAYETTE ST,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,26,BLACK,MALE,0,1309c2b68c
13V0295,2013-10-06,3000 E FAYETTE ST,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,25,BLACK,MALE,0,c5d2fa7dbd
13V0296,2013-10-08,3100 ELBERT ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,35,BLACK,MALE,0,8f07e22f7b
13V0297,2013-10-09,2400 E MONUMENT ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,24,BLACK,MALE,1,94f41f5d29
13H0176,2013-10-11,5500 GWYNN OAK AV,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,58,BLACK,MALE,0,45c6a38205
13V0298,2013-10-11,3000 ARUNAH AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,17,BLACK,MALE,0,4648b23d60
13V0299,2013-10-13,100 PENN ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,30,BLACK,MALE,0,22d7948367
13H0177,2013-10-14,3600 BOWERS AV,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,24,BLACK,MALE,0,5694da0388
13H0178,2013-10-14,2600 E CHASE ST,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,20,BLACK,MALE,0,e4791d39dc
13H0179,2013-10-15,3700 REISTERSTOWN RD,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,25,BLACK,MALE,0,f052e922d5
13V0300,2013-10-16,500 POPLAR GROVE ST,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,20,BLACK,MALE,0,d3750cf821
13V0300,2013-10-16,500 POPLAR GROVE ST,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,27,BLACK,MALE,0,47d1a30f09
13V0300,2013-10-16,500 POPLAR GROVE ST,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,24,BLACK,MALE,0,576ad8a2ab
13H0180,2013-10-17,5520 REISTERSTOWN RD,CLOSED,SUSPECT,,,HOMICIDE,Firearm,0,0,33,BLACK,MALE,0,729cdf089b
13H0180,2013-10-17,5520 REISTERSTOWN RD,CLOSED,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,35,BLACK,MALE,0,b2606dbd73
13V0301,2013-10-17,203 N MONASTERY AV,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,19,BLACK,MALE,0,c0bf9f37c8
13V0301,2013-10-17,203 N MONASTERY AV,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,37,BLACK,MALE,0,ac6303b35a
13H0182,2013-10-18,2000 ORLEANS ST,OPEN,PERSON OF INTEREST,,,HOMICIDE,Firearm,1,0,24,BLACK,MALE,0,28cc222400
13H0182,2013-10-18,2000 ORLEANS ST,OPEN,SUSPECT,,,HOMICIDE,Firearm,0,1,,BLACK,MALE,0,a18bb7b9b7
13H0182,2013-10-18,2000 ORLEANS ST,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,22,BLACK,MALE,0,1bb95f933c
13H0184,2013-10-19,300 S FRANKLINTOWN RD,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,30,BLACK,FEMALE,0,b6ca7eb9a5
13H0185,2013-10-20,1800 W LAFAYETTE AV,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,27,BLACK,MALE,1,22974cfe23
13H0187,2013-10-22,819 ABBOTT CT,CLOSED,SUSPECT,,,HOMICIDE,Firearm,0,0,23,BLACK,FEMALE,0,b7c290a3ec
13H0187,2013-10-22,819 ABBOTT CT,CLOSED,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,24,BLACK,FEMALE,0,9b7527b12b
13H0189,2013-10-24,1400 N LONGWOOD ST,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,24,BLACK,MALE,0,3e1a87e0ab
13H0190,2013-10-25,001 N BENTALOU ST,CLOSED,SUSPECT,,,HOMICIDE,Firearm,0,0,23,BLACK,FEMALE,0,bbe8d9d0ac
13H0190,2013-10-25,001 N BENTALOU ST,CLOSED,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,21,BLACK,MALE,0,9c312fdadc
13V0302,2013-10-25,113 N FULTON AV,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,35,BLACK,FEMALE,0,f43ddbff8f
13V0302,2013-10-25,113 N FULTON AV,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,47,BLACK,FEMALE,0,ca0931e642
13H0191,2013-10-26,2235 N FULTON AV,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,36,BLACK,MALE,0,7c7c9c8a51
13V0303,2013-10-27,2404 PICKERING DR,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,28,BLACK,MALE,0,2d7ebe7f0d
13V0303,2013-10-27,2404 PICKERING DR,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,36,BLACK,MALE,0,3e53ad9d16
13H0192,2013-10-29,501 W PRESTON ST,CLOSED,SUSPECT,,,HOMICIDE,Firearm,0,0,16,BLACK,MALE,0,752054042a
13H0192,2013-10-29,501 W PRESTON ST,CLOSED,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,18,BLACK,MALE,0,0d2347ba22
13V0304,2013-10-29,2500 TERRA FIRMA RD,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,26,BLACK,MALE,0,34b3e56ea3
13V0304,2013-10-29,2500 TERRA FIRMA RD,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,33,BLACK,MALE,0,7f6059931e
13H0193,2013-10-30,1900 N ROSEDALE ST,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,38,BLACK,MALE,0,e1398d85b2
13H0194,2013-10-31,2000 KENNEDY AV,OPEN,SUSPECT,,,HOMICIDE,Firearm,0,0,21,BLACK,MALE,0,01a52ea90e
13H0194,2013-10-31,2000 KENNEDY AV,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,21,BLACK,MALE,0,16d0b015e3
13H0194,2013-10-31,2000 KENNEDY AV,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,24,BLACK,MALE,0,99979d6c38
13V0305,2013-10-31,2000 HOMEWOOD AV,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,23,BLACK,MALE,0,59182bf941
13V0305,2013-10-31,2000 HOMEWOOD AV,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,25,BLACK,FEMALE,0,6559867f39
13V0305,2013-10-31,2000 HOMEWOOD AV,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,50,BLACK,MALE,0,394d811782
13V0306,2013-11-02,1300 ENSOR ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,32,BLACK,MALE,0,9e0491cb6b
13V0307,2013-11-02,3204 NORMOUNT AV,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,31,BLACK,MALE,0,8dcbdabdab
13V0307,2013-11-02,3204 NORMOUNT AV,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,33,BLACK,MALE,0,f9cfb6d593
13V0307,2013-11-02,3204 NORMOUNT AV,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,22,BLACK,MALE,0,4e7bf9ee82
13V0308,2013-11-02,1102 SHELLBANKS RD,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,19,BLACK,MALE,0,b34d07edcc
13V0308,2013-11-02,1102 SHELLBANKS RD,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,27,BLACK,MALE,0,5885ad62d8
13H0195,2013-11-05,200 S WOLFE ST,CLOSED,SUSPECT,,,HOMICIDE,Firearm,0,0,26,BLACK,MALE,0,add4d2b498
13H0195,2013-11-05,200 S WOLFE ST,CLOSED,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,25,BLACK,MALE,0,a0038dcc2e
13H0195,2013-11-05,200 S WOLFE ST,CLOSED,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,30,BLACK,MALE,0,b29dc6ecdd
13H0196,2013-11-05,1100 E OLIVER ST,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,50,BLACK,MALE,0,d36fa94909
13H0197,2013-11-06,800 APPLETON ST,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,21,BLACK,MALE,0,9ca5caf8a1
13V0309,2013-11-06,2300 MARYLAND AV,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,20,BLACK,MALE,0,ec1b082339
13V0309,2013-11-06,2300 MARYLAND AV,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,18,BLACK,MALE,0,15f90932f5
13H0198,2013-11-07,1500 W BALTIMORE ST,CLOSED,SUSPECT,,,HOMICIDE,Firearm,0,0,23,BLACK,MALE,0,4ad54b1e27
13H0198,2013-11-07,1500 W BALTIMORE ST,CLOSED,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,24,BLACK,FEMALE,0,bbe8d9d0ac
13H0199,2013-11-07,1100 MC KEAN AV,CLOSED,SUSPECT,,,HOMICIDE,Firearm,0,0,22,BLACK,MALE,0,0ae3cade5a
13H0199,2013-11-07,1100 MC KEAN AV,CLOSED,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,21,BLACK,MALE,0,ba4474de97
13V0310,2013-11-07,5512 PARK HEIGHTS AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,21,BLACK,MALE,0,e63a3a2191
13V0311,2013-11-08,1133 PENNSYLVANIA AV,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,25,BLACK,MALE,0,39a821eb45
13V0311,2013-11-08,1133 PENNSYLVANIA AV,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,18,BLACK,MALE,0,7b20caf84c
13H0200,2013-11-09,400 N ATHOL AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,HOMICIDE + NON FATAL SHOOTING,Firearm,0,0,32,BLACK,MALE,0,7ce1d5b4e4
13H0200,2013-11-09,400 N ATHOL AV,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE + NON FATAL SHOOTING,Firearm,0,0,29,BLACK,MALE,0,e074d99213
13H0201,2013-11-09,4419 FRANKFORD AV,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,42,BLACK,MALE,0,353f276c56
13V0312,2013-11-09,200 COLLINS AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,28,BLACK,MALE,0,aab280dbca
13V0313,2013-11-11,4400 PARKTON ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,53,BLACK,MALE,0,1907ec13b4
13H0202,2013-11-12,2500 N EDGECOMBE CIR,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,28,BLACK,MALE,0,821f28e9f0
13V0315,2013-11-12,1413 OLMSTEAD ST,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,32,BLACK,MALE,0,a5142bc87b
13V0315,2013-11-12,1413 OLMSTEAD ST,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,42,BLACK,MALE,0,8f9b733125
13H0203,2013-11-13,5100 ARBUTUS AV,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,19,BLACK,MALE,0,19e462c077
13V0316,2013-11-13,1900 E BALTIMORE ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,27,BLACK,MALE,0,7ae5ef2885
13H0204,2013-11-14,1300 LAURENS ST,CLOSED,SUSPECT,,,HOMICIDE,Firearm,0,0,26,BLACK,MALE,0,80766a4f1e
13H0204,2013-11-14,1300 LAURENS ST,CLOSED,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,20,BLACK,MALE,0,164166f16a
13H0205,2013-11-15,604 WYANOKE AV,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE + NON FATAL SHOOTING,Firearm,0,0,22,BLACK,MALE,0,780232462f
13H0205,2013-11-15,604 WYANOKE AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,HOMICIDE + NON FATAL SHOOTING,Firearm,0,0,36,BLACK,MALE,0,d7026ee8a2
13H0205,2013-11-15,604 WYANOKE AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,HOMICIDE + NON FATAL SHOOTING,Firearm,0,0,21,BLACK,MALE,0,db6a7b6e42
13H0206,2013-11-16,900 WATSON ST,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,31,BLACK,MALE,0,c63e48595d
13H0207,2013-11-16,300 S CALHOUN ST,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE + NON FATAL SHOOTING,Firearm,0,0,26,BLACK,MALE,0,25e05211db
13H0207,2013-11-16,300 S CALHOUN ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,HOMICIDE + NON FATAL SHOOTING,Firearm,0,0,47,BLACK,MALE,0,886c6b3f26
13H0208,2013-11-17,1300 N LONGWOOD ST,CLOSED,SUSPECT,,,HOMICIDE,Firearm,0,0,26,BLACK,MALE,0,c2dbcd8960
13H0208,2013-11-17,1300 N LONGWOOD ST,CLOSED,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,22,BLACK,MALE,0,aa6543636d
13H0209,2013-11-19,2400 LAURETTA AV,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,20,BLACK,MALE,0,a5db08e365
13V0317,2013-11-21,3900 GWYNN OAK AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,19,BLACK,MALE,0,9540da741c
13H0212,2013-11-23,4200 WOODRIDGE RD,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,37,BLACK,MALE,0,81c1e24ee9
13V0320,2013-11-23,800 SPEDDEN ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,30,BLACK,MALE,0,ef9bb20076
13V0321,2013-11-24,4000 BOARMAN AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,35,BLACK,MALE,0,3ba43ae5e8
13V0322,2013-11-25,2700 REISTERSTOWN RD,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,22,BLACK,MALE,0,ece60143f7
13V0322,2013-11-25,2700 REISTERSTOWN RD,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,25,BLACK,MALE,0,5fd1ec914c
13H0213,2013-11-26,700 LINNARD ST,CLOSED,SUSPECT,,,HOMICIDE,Firearm,0,0,18,BLACK,MALE,0,611465e463
13H0213,2013-11-26,700 LINNARD ST,CLOSED,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,46,BLACK,MALE,0,ecf1cbee4e
13V0323,2013-12-01,1100 N MONROE ST,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,26,BLACK,MALE,0,9f965cb42c
13V0323,2013-12-01,1100 N MONROE ST,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,23,BLACK,MALE,0,a9d9c68839
13V0323,2013-12-01,1100 N MONROE ST,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,22,BLACK,MALE,0,c880aee8d8
13V0323,2013-12-01,1100 N MONROE ST,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,25,BLACK,MALE,0,1eda44bea8
13V0323,2013-12-01,1100 N MONROE ST,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,22,BLACK,MALE,0,c880aee8d8
13V0324,2013-12-02,5625 O DONNELL ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,24,BLACK,MALE,0,fdbba3605a
13V0325,2013-12-02,3900 GWYNN OAK AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,33,BLACK,MALE,0,b2a0ee407c
13V0327,2013-12-03,900 S CATON AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,21,BLACK,MALE,0,67d5dfc3c7
13H0215,2013-12-04,2800 PARKWOOD AV,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,48,BLACK,MALE,0,d2aeef37dd
13V0329,2013-12-04,3000 BELMONT AV,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,17,BLACK,MALE,0,9b16d63cc7
13V0329,2013-12-04,3000 BELMONT AV,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,29,BLACK,MALE,0,361dd36692
13V0330,2013-12-04,3213 DUDLEY AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,26,BLACK,MALE,0,0a7d687b81
13H0216,2013-12-05,3300 VIRGINIA AV,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,26,BLACK,MALE,0,5b00934cc6
13V0331,2013-12-06,3400 LEVERTON AV,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,18,BLACK,MALE,0,93cbfba185
13V0331,2013-12-06,3400 LEVERTON AV,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,18,BLACK,MALE,0,93cbfba185
13V0331,2013-12-06,3400 LEVERTON AV,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,32,BLACK,MALE,0,fee47f982b
13V0332,2013-12-06,4200 OLD FREDERICK RD,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,26,BLACK,MALE,0,1d1a53e8ed
13V0333,2013-12-07,4110 W GARRISON AV,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,27,BLACK,MALE,0,c4a8fe6ae4
13V0333,2013-12-07,4110 W GARRISON AV,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,27,BLACK,MALE,0,5995f7bba5
13V0333,2013-12-07,4110 W GARRISON AV,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,21,BLACK,MALE,0,b1465064f4
13V0334,2013-12-08,3600 LIBERTY HEIGHTS AV,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,30,BLACK,MALE,0,d60073d320
13V0334,2013-12-08,3600 LIBERTY HEIGHTS AV,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,17,BLACK,FEMALE,0,3a73a11e4f
13V0335,2013-12-10,6100 BOSTON ST,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,0,27,BLACK,MALE,0,9251d39a3e
13V0335,2013-12-10,6100 BOSTON ST,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,15,BLACK,MALE,0,e835af837a
13H0217,2013-12-11,5200 DENMORE AV,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,47,BLACK,MALE,0,c296a9ce04
13H0218,2013-12-12,4500 FERNHILL AV,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,21,BLACK,MALE,0,d7dc371bb6
13V0336,2013-12-12,22 N POPPLETON ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,27,BLACK,FEMALE,0,b93fc07666
13V0337,2013-12-12,100 S CULVER ST,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,45,BLACK,MALE,0,350f8e60f0
13H0219,2013-12-13,2207 LIBERTY HEIGHTS AV,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,20,BLACK,MALE,0,a1163d281e
13H0220,2013-12-14,200 AISQUITH ST,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,22,BLACK,MALE,0,9d0fa605b1
13V0339,2013-12-14,1400 N LUZERNE AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,36,BLACK,MALE,0,04ba714e76
13V0339,2013-12-14,1400 N LUZERNE AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,29,BLACK,MALE,0,0da1065ae1
13V0339,2013-12-14,1400 N LUZERNE AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,38,BLACK,MALE,0,0e46989643
13V0339,2013-12-14,1400 N LUZERNE AV,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,58,BLACK,MALE,0,ce6a29e213
13H0221,2013-12-15,200 BEALE CT,OPEN,SUSPECT,,,HOMICIDE,Firearm,0,0,23,BLACK,MALE,1,fee90764bc
13H0221,2013-12-15,200 BEALE CT,OPEN,SUSPECT,,,HOMICIDE,Firearm,0,0,23,BLACK,MALE,1,fee90764bc
13H0221,2013-12-15,200 BEALE CT,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,34,BLACK,MALE,0,d1bbe719e1
13H0222,2013-12-16,5205 BEAUFORT AV,OPEN,VICTIM,HOMICIDE SHOOTING,HOMICIDE,HOMICIDE,Firearm,0,0,48,BLACK,MALE,0,62960879de
13V0340,2013-12-17,1100 N BRADFORD ST,CLOSED,PERSON OF INTEREST,,,NON FATAL SHOOTING,Firearm,1,0,26,BLACK,MALE,0,4f9ac85857
13V0340,2013-12-17,1100 N BRADFORD ST,CLOSED,PERSON OF INTEREST,,,NON FATAL SHOOTING,Firearm,1,0,22,BLACK,MALE,0,4f9ac85857
13V0340,2013-12-17,1100 N BRADFORD ST,CLOSED,PERSON OF INTEREST,,,NON FATAL SHOOTING,Firearm,1,0,27,BLACK,MALE,0,4f9ac85857
13V0340,2013-12-17,1100 N BRADFORD ST,CLOSED,SUSPECT,,,NON FATAL SHOOTING,Firearm,0,1,,BLACK,MALE,0,ae8cff4212
13V0340,2013-12-17,1100 N BRADFORD ST,CLOSED,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,21,BLACK,MALE,0,4a063e6621
13V0341,2013-12-17,4506 WESTCHESTER RD,OPEN,VICTIM,NON FATAL SHOOTING,NON FATAL SHOOTING,NON FATAL SHOOTING,Firearm,0,0,39,BLACK,MALE,0,2343a89e4e
